timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg
152643.959277123,standard,0.0,49.0,1.0,43.0,37.0,47.0,1.0,5.0,76.0,-11.02500057220459,22.05000114440918,1.0,1.0,5.0,5.0,491.0,542.0,7971.0,2416.0,1236.0,378.0,30.0,106.0,33.0,138.0,43.0,107.0,113.0,55.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,708.0
152644.598323925,standard,1.0,49.0,1.0,65.0,17.0,84.0,1.0,5.0,73.0,15.97499942779541,-5.962499618530273,1.0,1.0,5.0,5.0,528.0,503.0,14171.0,4836.0,2369.0,669.0,68.0,167.0,13.0,135.0,125.0,33.0,122.0,136.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,830.0
152645.179969863,standard,2.0,49.0,1.0,15.0,63.0,65.0,1.0,5.0,77.0,-6.974999904632568,19.012500762939453,1.0,1.0,5.0,5.0,496.0,538.0,10619.0,4307.0,1453.0,581.0,21.0,115.0,16.0,133.0,162.0,100.0,130.0,66.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,878.0
152645.476865432,standard,3.0,49.0,1.0,40.0,40.0,17.0,1.0,5.0,70.0,-5.962499618530273,6.974999904632568,1.0,1.0,5.0,5.0,496.0,522.0,7809.0,1586.0,1028.0,211.0,14.0,66.0,4.0,126.0,146.0,91.0,43.0,123.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,926.0
152645.898796124,standard,4.0,49.0,1.0,46.0,48.0,52.0,1.0,5.0,66.0,13.049999237060547,15.97499942779541,1.0,1.0,5.0,5.0,524.0,533.0,12258.0,3368.0,1655.0,531.0,60.0,175.0,16.0,6.0,87.0,48.0,128.0,79.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,938.0
152646.293956315,standard,5.0,49.0,1.0,16.0,19.0,43.0,1.0,5.0,68.0,-11.02500057220459,14.96250057220459,1.0,1.0,5.0,5.0,490.0,533.0,3323.0,1530.0,443.0,219.0,11.0,77.0,50.0,45.0,80.0,145.0,167.0,128.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,946.0
152646.638079719,standard,6.0,49.0,1.0,81.0,51.0,10.0,1.0,5.0,80.0,-10.012499809265137,-3.0375001430511475,1.0,1.0,5.0,5.0,491.0,508.0,12957.0,1928.0,2300.0,361.0,70.0,83.0,29.0,5.0,31.0,132.0,113.0,169.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,953.0
152646.973884867,standard,7.0,49.0,1.0,57.0,47.0,51.0,1.0,5.0,76.0,4.050000190734863,1.0125000476837158,1.0,1.0,5.0,5.0,511.0,512.0,15848.0,3934.0,1947.0,526.0,78.0,167.0,49.0,144.0,77.0,29.0,4.0,19.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,958.0
152647.309781322,standard,8.0,49.0,1.0,3.0,84.0,57.0,1.0,5.0,76.0,10.012499809265137,13.049999237060547,1.0,1.0,5.0,5.0,519.0,529.0,11580.0,4634.0,1259.0,598.0,62.0,185.0,9.0,81.0,122.0,166.0,140.0,92.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,960.0
152647.770527593,standard,9.0,49.0,1.0,79.0,37.0,76.0,1.0,5.0,78.0,-12.037500381469727,23.962501525878906,1.0,1.0,5.0,5.0,489.0,544.0,16540.0,4627.0,1784.0,506.0,63.0,173.0,45.0,108.0,138.0,76.0,26.0,63.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,951.0
152648.28080405,standard,10.0,49.0,1.0,70.0,38.0,0.0,1.0,5.0,64.0,22.94999885559082,20.024999618530273,1.0,1.0,5.0,5.0,538.0,541.0,12281.0,1770.0,1603.0,227.0,62.0,85.0,42.0,104.0,74.0,169.0,128.0,55.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,943.0
152648.673666592,standard,11.0,49.0,1.0,11.0,46.0,67.0,1.0,5.0,74.0,4.949999809265137,13.049999237060547,1.0,1.0,5.0,5.0,514.0,531.0,9379.0,4070.0,833.0,401.0,47.0,124.0,141.0,4.0,112.0,155.0,154.0,156.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,948.0
152649.041490758,standard,12.0,49.0,1.0,50.0,14.0,8.0,1.0,5.0,67.0,4.050000190734863,-7.987499713897705,1.0,1.0,5.0,5.0,512.0,501.0,6718.0,876.0,981.0,122.0,36.0,26.0,170.0,32.0,163.0,122.0,65.0,52.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,953.0
152649.509198517,standard,13.0,49.0,1.0,71.0,44.0,57.0,1.0,5.0,72.0,9.0,21.037500381469727,1.0,1.0,5.0,5.0,518.0,540.0,11375.0,2878.0,2706.0,664.0,67.0,158.0,168.0,150.0,73.0,104.0,32.0,30.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,946.0
152649.828590977,standard,14.0,49.0,1.0,57.0,22.0,20.0,1.0,5.0,72.0,4.949999809265137,9.0,1.0,1.0,5.0,5.0,513.0,525.0,8385.0,1251.0,1468.0,224.0,45.0,53.0,89.0,39.0,115.0,94.0,8.0,46.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,957.0
152650.158380125,standard,15.0,49.0,1.0,35.0,72.0,18.0,1.0,5.0,71.0,12.037500381469727,19.012500762939453,1.0,1.0,5.0,5.0,523.0,537.0,10511.0,2254.0,1306.0,311.0,40.0,131.0,4.0,151.0,150.0,71.0,105.0,131.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,961.0
152650.758306767,standard,16.0,49.0,1.0,57.0,39.0,42.0,1.0,5.0,80.0,-10.012499809265137,-9.0,1.0,1.0,5.0,5.0,492.0,499.0,12610.0,3004.0,2138.0,490.0,50.0,124.0,72.0,145.0,140.0,116.0,145.0,111.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,939.0
152651.145439534,standard,17.0,49.0,1.0,33.0,62.0,39.0,1.0,5.0,73.0,1.0125000476837158,4.050000190734863,1.0,1.0,5.0,5.0,507.0,516.0,8642.0,2782.0,1461.0,497.0,90.0,133.0,116.0,132.0,42.0,135.0,143.0,24.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,949.0
152651.501765616,standard,18.0,49.0,1.0,85.0,27.0,47.0,1.0,5.0,73.0,18.0,1.0125000476837158,1.0,1.0,5.0,5.0,531.0,514.0,16881.0,3362.0,2050.0,459.0,78.0,140.0,96.0,67.0,155.0,86.0,70.0,163.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,955.0
152651.841742761,standard,19.0,49.0,1.0,44.0,40.0,64.0,1.0,5.0,78.0,7.987499713897705,9.0,1.0,1.0,5.0,5.0,517.0,522.0,12988.0,3887.0,1468.0,533.0,67.0,153.0,99.0,86.0,61.0,86.0,86.0,161.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,959.0
152652.368039176,standard,20.0,49.0,1.0,58.0,62.0,48.0,1.0,5.0,83.0,-11.02500057220459,-13.049999237060547,1.0,1.0,5.0,5.0,490.0,494.0,12074.0,3460.0,1839.0,455.0,74.0,176.0,67.0,54.0,32.0,14.0,5.0,121.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,945.0
152652.75306413,standard,21.0,49.0,1.0,12.0,7.0,38.0,1.0,5.0,69.0,12.037500381469727,-12.037500381469727,1.0,1.0,5.0,5.0,523.0,494.0,2369.0,1253.0,352.0,203.0,8.0,47.0,18.0,156.0,101.0,58.0,137.0,105.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,951.0
152653.291653234,standard,22.0,49.0,1.0,84.0,64.0,10.0,1.0,5.0,70.0,4.050000190734863,22.05000114440918,1.0,1.0,5.0,5.0,512.0,542.0,16283.0,2874.0,2318.0,392.0,102.0,105.0,135.0,45.0,91.0,92.0,109.0,146.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,941.0
152653.662388328,standard,23.0,49.0,1.0,39.0,54.0,36.0,1.0,5.0,66.0,16.987499237060547,13.049999237060547,1.0,1.0,5.0,5.0,529.0,531.0,8005.0,2202.0,1423.0,365.0,77.0,99.0,39.0,101.0,120.0,140.0,75.0,17.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,949.0
152654.102542613,standard,24.0,49.0,1.0,85.0,74.0,42.0,1.0,5.0,88.0,13.049999237060547,-13.049999237060547,1.0,1.0,5.0,5.0,525.0,493.0,19336.0,4655.0,2475.0,585.0,86.0,170.0,138.0,157.0,157.0,112.0,51.0,162.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,948.0
152654.663709314,standard,25.0,49.0,1.0,84.0,64.0,57.0,1.0,5.0,81.0,22.05000114440918,22.94999885559082,1.0,1.0,5.0,5.0,537.0,543.0,18561.0,4618.0,2991.0,763.0,70.0,178.0,44.0,6.0,105.0,144.0,15.0,33.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,938.0
152655.26348925,standard,26.0,49.0,1.0,45.0,58.0,2.0,1.0,5.0,70.0,-13.949999809265137,9.0,1.0,1.0,5.0,5.0,486.0,525.0,10151.0,1978.0,1123.0,215.0,35.0,70.0,6.0,137.0,131.0,137.0,109.0,129.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,930.0
152655.599496827,standard,27.0,49.0,1.0,60.0,8.0,20.0,1.0,5.0,68.0,1.0125000476837158,12.037500381469727,1.0,1.0,5.0,5.0,507.0,528.0,6972.0,989.0,1165.0,174.0,39.0,53.0,150.0,123.0,13.0,59.0,112.0,59.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,949.0
152656.076802621,standard,28.0,49.0,1.0,23.0,59.0,17.0,1.0,5.0,67.0,19.012500762939453,-4.949999809265137,1.0,1.0,5.0,5.0,533.0,505.0,5931.0,1569.0,919.0,230.0,29.0,54.0,135.0,137.0,83.0,14.0,118.0,110.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,944.0
152656.553880831,standard,29.0,49.0,1.0,5.0,67.0,51.0,1.0,5.0,74.0,-3.0375001430511475,7.987499713897705,1.0,1.0,5.0,5.0,502.0,522.0,7584.0,2734.0,1244.0,529.0,51.0,150.0,160.0,98.0,163.0,149.0,59.0,40.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,943.0
152656.807812379,standard,30.0,49.0,1.0,32.0,17.0,56.0,1.0,5.0,81.0,-7.987499713897705,11.02500057220459,1.0,1.0,5.0,5.0,495.0,526.0,7016.0,2651.0,977.0,423.0,39.0,114.0,92.0,13.0,109.0,152.0,16.0,114.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,961.0
152657.1191981,standard,31.0,49.0,1.0,15.0,13.0,69.0,1.0,5.0,70.0,-13.949999809265137,2.0250000953674316,1.0,1.0,5.0,5.0,486.0,515.0,4647.0,2725.0,568.0,394.0,37.0,99.0,115.0,88.0,4.0,134.0,84.0,138.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,962.0
152657.465368527,standard,32.0,49.0,1.0,49.0,52.0,61.0,1.0,5.0,90.0,-3.0375001430511475,-5.962499618530273,1.0,1.0,5.0,5.0,500.0,504.0,11643.0,3717.0,1968.0,681.0,59.0,205.0,39.0,88.0,104.0,114.0,61.0,59.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,961.0
152657.870716963,standard,33.0,49.0,1.0,79.0,37.0,73.0,1.0,5.0,73.0,-6.974999904632568,15.97499942779541,1.0,1.0,5.0,5.0,495.0,532.0,16735.0,4290.0,2440.0,711.0,94.0,209.0,114.0,93.0,109.0,142.0,98.0,54.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,956.0
152658.315087693,standard,34.0,49.0,1.0,1.0,11.0,66.0,1.0,5.0,68.0,13.949999809265137,5.962499618530273,1.0,1.0,5.0,5.0,525.0,521.0,3293.0,2204.0,732.0,490.0,22.0,124.0,148.0,125.0,118.0,115.0,88.0,130.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,1023.0,951.0
