timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg
149402.54005393,standard,0.0,41.0,1.0,20.0,83.0,35.0,1.0,5.0,77.0,22.94999885559082,13.049999237060547,1.0,1.0,5.0,5.0,540.0,528.0,4938.0,2985.0,1245.0,435.0,571.0,173.0,82.0,87.0,144.0,130.0,30.0,98.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,708.0
149403.002890223,standard,1.0,41.0,1.0,26.0,5.0,65.0,1.0,5.0,74.0,-2.0250000953674316,4.949999809265137,1.0,1.0,5.0,5.0,506.0,519.0,2534.0,2640.0,811.0,384.0,287.0,127.0,88.0,8.0,72.0,144.0,61.0,111.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,842.0
149403.318176626,standard,2.0,41.0,1.0,23.0,37.0,7.0,1.0,5.0,68.0,-11.02500057220459,11.02500057220459,1.0,1.0,5.0,5.0,492.0,526.0,1860.0,726.0,567.0,126.0,131.0,27.0,100.0,109.0,157.0,118.0,162.0,40.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,907.0
149403.598906257,standard,3.0,41.0,1.0,65.0,26.0,72.0,1.0,5.0,79.0,-10.012499809265137,21.037500381469727,1.0,1.0,5.0,5.0,493.0,539.0,7123.0,4014.0,1472.0,535.0,418.0,111.0,130.0,127.0,24.0,101.0,15.0,84.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,940.0
149403.944825772,standard,4.0,41.0,1.0,57.0,78.0,3.0,1.0,5.0,78.0,-9.0,3.0375001430511475,1.0,1.0,5.0,5.0,495.0,516.0,7340.0,2363.0,1904.0,309.0,630.0,125.0,118.0,55.0,33.0,136.0,10.0,81.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,950.0
149404.382986599,standard,5.0,41.0,1.0,49.0,8.0,31.0,1.0,5.0,74.0,5.962499618530273,-12.037500381469727,1.0,1.0,5.0,5.0,516.0,493.0,4091.0,1386.0,1111.0,228.0,260.0,49.0,70.0,96.0,153.0,106.0,143.0,67.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,947.0
149404.747569654,standard,6.0,41.0,1.0,22.0,11.0,4.0,1.0,5.0,63.0,12.037500381469727,3.0375001430511475,1.0,1.0,5.0,5.0,523.0,514.0,899.0,208.0,321.0,45.0,81.0,6.0,17.0,164.0,125.0,29.0,153.0,114.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,953.0
149405.151333524,standard,7.0,41.0,1.0,37.0,65.0,69.0,1.0,5.0,67.0,22.05000114440918,19.012500762939453,1.0,1.0,5.0,5.0,538.0,536.0,6013.0,3704.0,1830.0,631.0,633.0,217.0,8.0,4.0,42.0,166.0,20.0,134.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,952.0
149405.41497474,standard,8.0,41.0,1.0,6.0,4.0,47.0,1.0,5.0,68.0,15.97499942779541,22.05000114440918,1.0,1.0,5.0,5.0,532.0,540.0,1128.0,1366.0,430.0,260.0,152.0,85.0,131.0,49.0,73.0,21.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,964.0
149406.009234973,standard,9.0,41.0,1.0,15.0,84.0,77.0,1.0,5.0,78.0,-11.02500057220459,0.0,1.0,1.0,5.0,5.0,493.0,513.0,6649.0,5179.0,1664.0,807.0,623.0,250.0,26.0,5.0,59.0,28.0,73.0,72.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,941.0
149406.390106194,standard,10.0,41.0,1.0,13.0,69.0,60.0,1.0,5.0,69.0,10.012499809265137,-2.0250000953674316,1.0,1.0,5.0,5.0,522.0,509.0,5145.0,4123.0,1321.0,551.0,421.0,160.0,53.0,3.0,45.0,152.0,134.0,76.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,948.0
149406.705381609,standard,11.0,41.0,1.0,13.0,23.0,70.0,1.0,5.0,76.0,-3.0375001430511475,0.0,1.0,1.0,5.0,5.0,504.0,510.0,2761.0,2800.0,775.0,463.0,246.0,132.0,13.0,75.0,154.0,28.0,134.0,81.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,958.0
149406.996259482,standard,12.0,41.0,1.0,26.0,46.0,79.0,1.0,5.0,82.0,-4.949999809265137,10.012499809265137,1.0,1.0,5.0,5.0,501.0,524.0,4299.0,4775.0,1271.0,520.0,415.0,187.0,98.0,37.0,61.0,131.0,164.0,147.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,964.0
149407.448838942,standard,13.0,41.0,1.0,85.0,64.0,35.0,1.0,5.0,84.0,16.987499237060547,20.024999618530273,1.0,1.0,5.0,5.0,531.0,538.0,8507.0,3710.0,2994.0,620.0,825.0,172.0,128.0,83.0,62.0,165.0,146.0,57.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,954.0
149408.079480422,standard,14.0,41.0,1.0,73.0,22.0,84.0,1.0,5.0,80.0,-13.049999237060547,-4.050000190734863,1.0,1.0,5.0,5.0,490.0,506.0,7799.0,3621.0,2339.0,695.0,751.0,234.0,121.0,1.0,143.0,45.0,5.0,119.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,933.0
149408.614051083,standard,15.0,41.0,1.0,9.0,45.0,63.0,1.0,5.0,72.0,23.962501525878906,-9.0,1.0,1.0,5.0,5.0,541.0,498.0,2861.0,2511.0,782.0,401.0,255.0,111.0,109.0,156.0,9.0,106.0,73.0,165.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,934.0
149408.945845826,standard,16.0,41.0,1.0,84.0,60.0,21.0,1.0,5.0,84.0,11.02500057220459,-4.949999809265137,1.0,1.0,5.0,5.0,524.0,503.0,8050.0,2462.0,2484.0,439.0,691.0,107.0,100.0,121.0,65.0,31.0,73.0,112.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,950.0
149409.556150577,standard,17.0,41.0,1.0,11.0,6.0,22.0,1.0,5.0,66.0,-12.037500381469727,22.94999885559082,1.0,1.0,5.0,5.0,491.0,542.0,668.0,500.0,211.0,85.0,32.0,7.0,97.0,24.0,55.0,72.0,53.0,88.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,934.0
149409.896131825,standard,18.0,41.0,1.0,73.0,63.0,59.0,1.0,5.0,80.0,-12.037500381469727,4.949999809265137,1.0,1.0,5.0,5.0,491.0,518.0,8955.0,4493.0,2375.0,579.0,757.0,179.0,133.0,102.0,126.0,1.0,152.0,121.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,950.0
149410.301642749,standard,19.0,41.0,1.0,34.0,64.0,1.0,1.0,5.0,70.0,4.949999809265137,-4.050000190734863,1.0,1.0,5.0,5.0,515.0,506.0,4080.0,1335.0,880.0,176.0,432.0,81.0,34.0,67.0,98.0,86.0,86.0,81.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,951.0
149410.672378715,standard,20.0,41.0,1.0,17.0,45.0,23.0,1.0,5.0,73.0,-4.050000190734863,9.0,1.0,1.0,5.0,5.0,503.0,523.0,2658.0,1524.0,812.0,244.0,201.0,63.0,145.0,116.0,6.0,34.0,40.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,954.0
149410.936428318,standard,21.0,41.0,1.0,44.0,63.0,33.0,1.0,5.0,69.0,-4.050000190734863,0.0,1.0,1.0,5.0,5.0,503.0,511.0,6250.0,3167.0,1675.0,427.0,431.0,114.0,152.0,69.0,59.0,12.0,16.0,148.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,965.0
149411.259999007,standard,22.0,41.0,1.0,46.0,29.0,53.0,1.0,5.0,73.0,-9.0,11.02500057220459,1.0,1.0,5.0,5.0,496.0,526.0,3524.0,2816.0,1168.0,361.0,423.0,106.0,160.0,153.0,148.0,1.0,118.0,150.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,965.0
149411.804757917,standard,23.0,41.0,1.0,11.0,36.0,53.0,1.0,5.0,75.0,20.024999618530273,-3.0375001430511475,1.0,1.0,5.0,5.0,536.0,507.0,3277.0,3107.0,755.0,439.0,202.0,89.0,54.0,67.0,78.0,155.0,0.0,123.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,946.0
149412.046360875,standard,24.0,41.0,1.0,35.0,50.0,0.0,1.0,5.0,69.0,21.037500381469727,-7.987499713897705,1.0,1.0,5.0,5.0,538.0,500.0,3695.0,1462.0,1028.0,192.0,248.0,41.0,102.0,163.0,98.0,145.0,106.0,151.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,964.0
149412.435385097,standard,25.0,41.0,1.0,32.0,58.0,36.0,1.0,5.0,74.0,14.96250057220459,10.012499809265137,1.0,1.0,5.0,5.0,530.0,524.0,3788.0,3299.0,1416.0,408.0,425.0,118.0,50.0,49.0,145.0,49.0,75.0,122.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,959.0
149412.693533585,standard,26.0,41.0,1.0,17.0,30.0,67.0,1.0,5.0,78.0,12.037500381469727,14.96250057220459,1.0,1.0,5.0,5.0,526.0,530.0,3138.0,3037.0,904.0,470.0,288.0,135.0,114.0,62.0,170.0,35.0,99.0,109.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,968.0
149413.074416172,standard,27.0,41.0,1.0,59.0,4.0,37.0,1.0,5.0,67.0,1.0125000476837158,3.0375001430511475,1.0,1.0,5.0,5.0,509.0,516.0,4959.0,1795.0,1218.0,256.0,412.0,85.0,158.0,73.0,31.0,106.0,71.0,95.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,961.0
