timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg
156309.361909362,standard,0.0,58.0,1.0,56.0,10.0,44.0,1.0,5.0,70.0,22.05000114440918,14.96250057220459,1.0,1.0,5.0,5.0,538.0,530.0,9929.0,2397.0,1367.0,325.0,396.0,18.0,135.0,25.0,163.0,121.0,156.0,151.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,707.0
156309.677217773,standard,1.0,58.0,1.0,70.0,49.0,79.0,1.0,5.0,84.0,12.037500381469727,10.012499809265137,1.0,1.0,5.0,5.0,523.0,525.0,14903.0,3799.0,2122.0,729.0,932.0,31.0,55.0,145.0,146.0,150.0,111.0,65.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,853.0
156310.049968376,standard,2.0,58.0,1.0,13.0,77.0,18.0,1.0,5.0,73.0,15.97499942779541,-7.987499713897705,1.0,1.0,5.0,5.0,528.0,500.0,8447.0,2386.0,1076.0,272.0,239.0,7.0,150.0,140.0,61.0,77.0,140.0,8.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,905.0
156310.643870165,standard,3.0,58.0,1.0,81.0,28.0,71.0,1.0,5.0,75.0,-6.974999904632568,18.0,1.0,1.0,5.0,5.0,497.0,536.0,17527.0,4062.0,3082.0,811.0,544.0,20.0,3.0,97.0,59.0,10.0,17.0,48.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,911.0
156311.090244232,standard,4.0,58.0,1.0,37.0,29.0,30.0,1.0,5.0,73.0,22.94999885559082,16.987499237060547,1.0,1.0,5.0,5.0,539.0,535.0,7933.0,2045.0,848.0,233.0,277.0,13.0,160.0,129.0,47.0,73.0,104.0,52.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,929.0
156311.397445413,standard,5.0,58.0,1.0,11.0,74.0,66.0,1.0,5.0,70.0,11.02500057220459,14.96250057220459,1.0,1.0,5.0,5.0,523.0,533.0,9187.0,3735.0,1624.0,649.0,428.0,21.0,47.0,116.0,143.0,9.0,119.0,88.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,949.0
156311.762017227,standard,6.0,58.0,1.0,54.0,39.0,11.0,1.0,5.0,72.0,-3.0375001430511475,22.05000114440918,1.0,1.0,5.0,5.0,503.0,541.0,6959.0,1255.0,1443.0,243.0,390.0,10.0,104.0,33.0,36.0,128.0,134.0,22.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,954.0
156312.458264921,standard,7.0,58.0,1.0,69.0,41.0,58.0,1.0,5.0,86.0,23.962501525878906,-12.037500381469727,1.0,1.0,5.0,5.0,540.0,494.0,12509.0,3766.0,1814.0,529.0,414.0,7.0,78.0,147.0,82.0,162.0,170.0,67.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,928.0
156312.921043499,standard,8.0,58.0,1.0,15.0,78.0,68.0,1.0,5.0,84.0,9.0,5.962499618530273,1.0,1.0,5.0,5.0,520.0,517.0,12057.0,4707.0,1536.0,637.0,542.0,30.0,146.0,76.0,23.0,60.0,91.0,47.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,937.0
156313.351095108,standard,9.0,58.0,1.0,15.0,10.0,9.0,1.0,5.0,65.0,-11.02500057220459,-3.0375001430511475,1.0,1.0,5.0,5.0,492.0,507.0,1394.0,307.0,184.0,38.0,64.0,1.0,53.0,151.0,22.0,167.0,27.0,50.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1023.0,943.0
